Product_ID,Category,Brand,Price
2867,Home & Kitchen,CasaCharm,5660
4493,Sports & Outdoors,PulseGear,30000
3696,Beauty & Personal Care,RootRise,10000
1381,Electronics,TechSphere,150000
1327,Electronics,Zentrix,150000
1798,Electronics,TechSphere,80980
3421,Beauty & Personal Care,DermaDawn,1910
1044,Electronics,TechSphere,66620
2314,Fashion,LunaWear,910
4967,Sports & Outdoors,PeakPath,30000
2884,Home & Kitchen,ZenLiving,35000
4639,Sports & Outdoors,PulseGear,30000
1839,Fashion,NorthBay,2750
1190,Electronics,CoreLink,150000
2660,Home & Kitchen,ZenLiving,26830
4643,Sports & Outdoors,FlexForge,9840
1320,Electronics,GigaMax,126690
4974,Sports & Outdoors,StaminaX,4310
2104,Fashion,NorthBay,1060
3266,Home & Kitchen,KitchenPro,17970
2287,Fashion,Heritage,2440
1560,Electronics,GigaMax,35980
3976,Beauty & Personal Care,DermaDawn,10000
3031,Home & Kitchen,HomePulse,17330
3092,Home & Kitchen,ZenLiving,14770
2844,Home & Kitchen,KitchenPro,10400
2747,Home & Kitchen,AuraHome,31350
4495,Sports & Outdoors,TrailStar,21740
2614,Home & Kitchen,AuraHome,33160
3721,Beauty & Personal Care,PureLeaf,3410
2260,Fashion,LunaWear,5540
3751,Beauty & Personal Care,HydraHue,3430
3137,Home & Kitchen,CoolBreeze,6800
2712,Home & Kitchen,Nest&Nook,5370
4072,Beauty & Personal Care,BloomNote,10000
1473,Electronics,TechSphere,150000
4089,Beauty & Personal Care,VelvetMist,1710
1064,Electronics,Zentrix,52230
3834,Beauty & Personal Care,DermaDawn,6890
3454,Beauty & Personal Care,BloomNote,4070
4944,Sports & Outdoors,PulseGear,30000
4619,Sports & Outdoors,MotionMade,5030
2888,Home & Kitchen,Nest&Nook,35000
1542,Electronics,ApexOne,150000
3896,Beauty & Personal Care,DermaDawn,2290
2095,Fashion,LunaWear,12000
1854,Fashion,SilkStreet,6440
2968,Home & Kitchen,HeatWave,26080
1776,Electronics,Zentrix,78000
3178,Home & Kitchen,KitchenPro,12010
3286,Home & Kitchen,HomePulse,31010
4184,Beauty & Personal Care,DermaDawn,4760
2751,Home & Kitchen,Nest&Nook,35000
3083,Home & Kitchen,HeatWave,7680
3059,Home & Kitchen,Nest&Nook,14150
2718,Home & Kitchen,KitchenPro,15250
4971,Sports & Outdoors,RunRidge,10550
3407,Beauty & Personal Care,HydraHue,5070
1834,Fashion,SilkStreet,12000
3064,Home & Kitchen,HomePulse,6690
3257,Home & Kitchen,KitchenPro,11060
4265,Sports & Outdoors,RunRidge,7240
4356,Sports & Outdoors,PeakPath,30000
4838,Sports & Outdoors,TrailStar,15540
2248,Fashion,UrbanThread,10920
2682,Home & Kitchen,Nest&Nook,35000
2066,Fashion,Heritage,4840
1861,Fashion,LunaWear,4020
4014,Beauty & Personal Care,HydraHue,3280
1299,Electronics,BlueWave,120140
3305,Home & Kitchen,KitchenPro,11370
4975,Sports & Outdoors,PeakPath,11750
1835,Fashion,NorthBay,6860
2716,Home & Kitchen,HomePulse,28310
3694,Beauty & Personal Care,PureLeaf,9810
2065,Fashion,Heritage,10330
3082,Home & Kitchen,Nest&Nook,33060
3605,Beauty & Personal Care,VelvetMist,9060
3320,Home & Kitchen,KitchenPro,18580
3786,Beauty & Personal Care,DermaDawn,4810
4710,Sports & Outdoors,CorePlus,14470
1701,Electronics,BlueWave,150000
1985,Fashion,Heritage,7830
4050,Beauty & Personal Care,SilkStrand,2190
3763,Beauty & Personal Care,SilkStrand,2860
2940,Home & Kitchen,HomePulse,1740
4341,Sports & Outdoors,RunRidge,16850
4851,Sports & Outdoors,RunRidge,30000
1880,Fashion,Ivory&Co,3940
2953,Home & Kitchen,CoolBreeze,35000
1821,Fashion,NorthBay,12000
4257,Sports & Outdoors,PeakPath,19410
1898,Fashion,Ivory&Co,5700
2654,Home & Kitchen,HomePulse,35000
4908,Sports & Outdoors,PeakPath,16920
1525,Electronics,TechSphere,72540
2460,Fashion,NorthBay,920
2550,Fashion,NorthBay,12000
1968,Fashion,CanvasCo,7890
2472,Fashion,CanvasCo,3650
1440,Electronics,CoreLink,59790
2830,Home & Kitchen,KitchenPro,19440
1538,Electronics,TechSphere,49780
3557,Beauty & Personal Care,SilkStrand,2020
4019,Beauty & Personal Care,HydraHue,8960
1816,Fashion,SilkStreet,12000
4024,Beauty & Personal Care,GlowWell,10000
4826,Sports & Outdoors,PeakPath,18780
1570,Electronics,GigaMax,94630
3993,Beauty & Personal Care,DermaDawn,6230
2417,Fashion,LunaWear,5650
1614,Electronics,Zentrix,57750
4621,Sports & Outdoors,RunRidge,5640
4446,Sports & Outdoors,PulseGear,15490
2782,Home & Kitchen,ZenLiving,24850
3282,Home & Kitchen,HeatWave,6060
2934,Home & Kitchen,Nest&Nook,13290
3560,Beauty & Personal Care,SilkStrand,4730
2393,Fashion,CanvasCo,3990
1989,Fashion,SilkStreet,2490
4064,Beauty & Personal Care,PureLeaf,2760
1529,Electronics,ElectraNova,6100
4825,Sports & Outdoors,CorePlus,17700
3957,Beauty & Personal Care,SilkStrand,8710
3367,Home & Kitchen,CasaCharm,20740
1824,Fashion,LunaWear,12000
2474,Fashion,ModeMuse,1220
2578,Fashion,NorthBay,12000
4071,Beauty & Personal Care,BloomNote,3530
4746,Sports & Outdoors,FlexForge,14160
2921,Home & Kitchen,AuraHome,17160
3154,Home & Kitchen,ZenLiving,16230
2999,Home & Kitchen,HomePulse,35000
1386,Electronics,Zentrix,97970
1528,Electronics,Zentrix,21770
1633,Electronics,OrbitX,55690
3211,Home & Kitchen,AuraHome,35000
2277,Fashion,LunaWear,12000
2896,Home & Kitchen,KitchenPro,5220
4658,Sports & Outdoors,TrailStar,6470
3042,Home & Kitchen,HomePulse,14910
3648,Beauty & Personal Care,VelvetMist,9060
2931,Home & Kitchen,KitchenPro,7510
4730,Sports & Outdoors,PulseGear,6170
2020,Fashion,ModeMuse,12000
2456,Fashion,Heritage,3570
1548,Electronics,CoreLink,150000
3307,Home & Kitchen,Nest&Nook,12940
2004,Fashion,CanvasCo,11570
3301,Home & Kitchen,CoolBreeze,7750
1759,Electronics,BlueWave,65330
3974,Beauty & Personal Care,SilkStrand,2850
3040,Home & Kitchen,AuraHome,12100
3911,Beauty & Personal Care,RootRise,2960
3750,Beauty & Personal Care,BloomNote,470
1280,Electronics,TechSphere,52230
1615,Electronics,ElectraNova,150000
1591,Electronics,BlueWave,150000
4674,Sports & Outdoors,RunRidge,6560
4168,Beauty & Personal Care,SilkStrand,3700
3353,Home & Kitchen,CasaCharm,14710
2171,Fashion,SilkStreet,7360
3209,Home & Kitchen,CasaCharm,18990
1836,Fashion,CanvasCo,5050
2354,Fashion,Ivory&Co,8970
3665,Beauty & Personal Care,RootRise,6000
2391,Fashion,UrbanThread,12000
4029,Beauty & Personal Care,BloomNote,1200
4582,Sports & Outdoors,TrailStar,22870
1095,Electronics,Zentrix,150000
3065,Home & Kitchen,CasaCharm,5680
4612,Sports & Outdoors,CorePlus,5370
2904,Home & Kitchen,CoolBreeze,35000
3418,Beauty & Personal Care,VelvetMist,10000
2847,Home & Kitchen,CoolBreeze,35000
4773,Sports & Outdoors,StaminaX,9650
3349,Home & Kitchen,AuraHome,12250
2145,Fashion,NorthBay,7480
3966,Beauty & Personal Care,DermaDawn,3140
2937,Home & Kitchen,CoolBreeze,13870
2500,Fashion,UrbanThread,4750
3127,Home & Kitchen,HeatWave,10480
3732,Beauty & Personal Care,HydraHue,4170
2581,Fashion,UrbanThread,10810
2186,Fashion,CanvasCo,1480
1168,Electronics,ApexOne,113150
2408,Fashion,SilkStreet,7740
1566,Electronics,BlueWave,150000
2965,Home & Kitchen,HomePulse,26750
3653,Beauty & Personal Care,BloomNote,5250
1794,Electronics,ElectraNova,77090
2562,Fashion,LunaWear,12000
3587,Beauty & Personal Care,GlowWell,4630
1744,Electronics,GigaMax,77850
2365,Fashion,Ivory&Co,10940
3457,Beauty & Personal Care,PureLeaf,3260
1564,Electronics,Zentrix,150000
2449,Fashion,ModeMuse,11130
4484,Sports & Outdoors,RunRidge,10710
4419,Sports & Outdoors,RunRidge,7080
4723,Sports & Outdoors,TrailStar,12580
4402,Sports & Outdoors,RunRidge,16090
2497,Fashion,CanvasCo,5850
1421,Electronics,OrbitX,45190
4620,Sports & Outdoors,MotionMade,17930
4162,Beauty & Personal Care,DermaDawn,3340
4527,Sports & Outdoors,FlexForge,16030
4196,Beauty & Personal Care,GlowWell,8630
1712,Electronics,BlueWave,11640
2156,Fashion,SilkStreet,5840
1906,Fashion,CanvasCo,7920
4218,Sports & Outdoors,RunRidge,4380
3337,Home & Kitchen,CasaCharm,21910
3400,Home & Kitchen,KitchenPro,16120
3156,Home & Kitchen,Nest&Nook,20750
3795,Beauty & Personal Care,PureLeaf,4150
3195,Home & Kitchen,ZenLiving,24130
4907,Sports & Outdoors,PeakPath,30000
3054,Home & Kitchen,ZenLiving,8640
3838,Beauty & Personal Care,VelvetMist,9400
3180,Home & Kitchen,Nest&Nook,27310
1554,Electronics,BlueWave,100870
2090,Fashion,Heritage,3940
3113,Home & Kitchen,CasaCharm,4840
4617,Sports & Outdoors,StaminaX,6980
2174,Fashion,SilkStreet,3130
2816,Home & Kitchen,Nest&Nook,6830
2714,Home & Kitchen,CasaCharm,23690
1120,Electronics,OrbitX,141740
4629,Sports & Outdoors,PeakPath,20650
1510,Electronics,Zentrix,142350
1551,Electronics,CoreLink,34380
1915,Fashion,SilkStreet,12000
4503,Sports & Outdoors,RunRidge,17870
1559,Electronics,Zentrix,93180
3591,Beauty & Personal Care,RootRise,10000
2590,Fashion,SilkStreet,4530
4444,Sports & Outdoors,TrailStar,30000
2775,Home & Kitchen,ZenLiving,19920
4556,Sports & Outdoors,CorePlus,5020
2410,Fashion,NorthBay,2210
2861,Home & Kitchen,Nest&Nook,10690
4331,Sports & Outdoors,PulseGear,30000
1959,Fashion,UrbanThread,2630
4727,Sports & Outdoors,TrailStar,30000
2610,Home & Kitchen,CasaCharm,14750
4219,Sports & Outdoors,PulseGear,3840
4995,Sports & Outdoors,PulseGear,30000
4616,Sports & Outdoors,RunRidge,1470
3632,Beauty & Personal Care,GlowWell,10000
3397,Home & Kitchen,CasaCharm,8040
2007,Fashion,Ivory&Co,4510
2950,Home & Kitchen,HeatWave,9470
4835,Sports & Outdoors,StaminaX,13600
1290,Electronics,BlueWave,134130
1365,Electronics,GigaMax,150000
1698,Electronics,CoreLink,71740
1062,Electronics,ElectraNova,48290
3629,Beauty & Personal Care,VelvetMist,4250
4183,Beauty & Personal Care,PureLeaf,2270
4987,Sports & Outdoors,RunRidge,14720
1731,Electronics,ApexOne,150000
3790,Beauty & Personal Care,HydraHue,10000
2003,Fashion,CanvasCo,7180
3322,Home & Kitchen,HomePulse,5810
1894,Fashion,SilkStreet,5620
4954,Sports & Outdoors,MotionMade,7870
2613,Home & Kitchen,Nest&Nook,35000
3315,Home & Kitchen,HeatWave,9880
2418,Fashion,NorthBay,3750
2234,Fashion,UrbanThread,4880
1512,Electronics,ElectraNova,11750
4441,Sports & Outdoors,StaminaX,9080
2305,Fashion,Heritage,6400
4994,Sports & Outdoors,PeakPath,3060
3610,Beauty & Personal Care,SilkStrand,4250
3486,Beauty & Personal Care,RootRise,1320
1768,Electronics,ApexOne,79030
3865,Beauty & Personal Care,VelvetMist,10000
2916,Home & Kitchen,CoolBreeze,35000
3077,Home & Kitchen,Nest&Nook,11720
2941,Home & Kitchen,CoolBreeze,18490
2238,Fashion,ModeMuse,4360
2621,Home & Kitchen,ZenLiving,35000
2149,Fashion,LunaWear,5420
4339,Sports & Outdoors,CorePlus,23100
2510,Fashion,UrbanThread,3340
2575,Fashion,NorthBay,4830
4860,Sports & Outdoors,CorePlus,12050
2851,Home & Kitchen,HeatWave,7920
1258,Electronics,BlueWave,18070
4202,Sports & Outdoors,RunRidge,12300
1967,Fashion,Ivory&Co,5620
4187,Beauty & Personal Care,BloomNote,1820
2534,Fashion,SilkStreet,7160
2138,Fashion,NorthBay,8980
2882,Home & Kitchen,CoolBreeze,12360
3221,Home & Kitchen,CasaCharm,24210
3356,Home & Kitchen,HomePulse,20240
2832,Home & Kitchen,Nest&Nook,26220
3580,Beauty & Personal Care,PureLeaf,3070
1902,Fashion,UrbanThread,11060
4788,Sports & Outdoors,FlexForge,7550
1917,Fashion,ModeMuse,1540
2674,Home & Kitchen,HeatWave,7930
1534,Electronics,CoreLink,21210
1476,Electronics,OrbitX,98910
1086,Electronics,OrbitX,60190
1180,Electronics,ElectraNova,150000
3856,Beauty & Personal Care,BloomNote,5060
4876,Sports & Outdoors,TrailStar,5460
1022,Electronics,Zentrix,146420
2002,Fashion,NorthBay,1560
4436,Sports & Outdoors,TrailStar,4340
3378,Home & Kitchen,CoolBreeze,26710
4142,Beauty & Personal Care,GlowWell,3290
4186,Beauty & Personal Care,GlowWell,10000
2050,Fashion,SilkStreet,8860
2188,Fashion,ModeMuse,12000
1555,Electronics,ApexOne,150000
1361,Electronics,ElectraNova,85560
4504,Sports & Outdoors,PulseGear,8800
1647,Electronics,Zentrix,78300
3062,Home & Kitchen,HomePulse,35000
3768,Beauty & Personal Care,VelvetMist,3570
4893,Sports & Outdoors,StaminaX,11770
2316,Fashion,NorthBay,5340
4812,Sports & Outdoors,PeakPath,25470
3936,Beauty & Personal Care,DermaDawn,10000
2286,Fashion,UrbanThread,10330
4705,Sports & Outdoors,TrailStar,29100
1246,Electronics,BlueWave,84950
4349,Sports & Outdoors,StaminaX,15430
2996,Home & Kitchen,CasaCharm,8510
2157,Fashion,Ivory&Co,4120
1595,Electronics,GigaMax,55000
3868,Beauty & Personal Care,PureLeaf,1010
3889,Beauty & Personal Care,VelvetMist,1430
1847,Fashion,Ivory&Co,12000
2058,Fashion,CanvasCo,6710
1477,Electronics,Zentrix,70490
4670,Sports & Outdoors,PulseGear,25440
1805,Fashion,CanvasCo,1520
3243,Home & Kitchen,CasaCharm,10640
2637,Home & Kitchen,KitchenPro,35000
2291,Fashion,UrbanThread,2720
1804,Fashion,SilkStreet,12000
2543,Fashion,NorthBay,6990
1681,Electronics,CoreLink,150000
1958,Fashion,Heritage,9500
1891,Fashion,Heritage,12000
2367,Fashion,LunaWear,6940
2987,Home & Kitchen,CasaCharm,28410
3505,Beauty & Personal Care,DermaDawn,4160
4965,Sports & Outdoors,PulseGear,30000
4573,Sports & Outdoors,TrailStar,13780
1026,Electronics,Zentrix,67180
1602,Electronics,TechSphere,144160
2492,Fashion,Ivory&Co,5570
3689,Beauty & Personal Care,SilkStrand,7610
2825,Home & Kitchen,HomePulse,35000
1721,Electronics,OrbitX,27090
2972,Home & Kitchen,AuraHome,14040
3561,Beauty & Personal Care,BloomNote,5030
1223,Electronics,GigaMax,133870
3556,Beauty & Personal Care,BloomNote,3830
4578,Sports & Outdoors,RunRidge,12750
2566,Fashion,UrbanThread,1040
4327,Sports & Outdoors,TrailStar,23990
2371,Fashion,SilkStreet,12000
3749,Beauty & Personal Care,GlowWell,4960
1592,Electronics,ApexOne,150000
2267,Fashion,Heritage,12000
2131,Fashion,CanvasCo,12000
2849,Home & Kitchen,AuraHome,9890
1903,Fashion,LunaWear,12000
2589,Fashion,ModeMuse,12000
3494,Beauty & Personal Care,DermaDawn,10000
1276,Electronics,GigaMax,104600
3953,Beauty & Personal Care,BloomNote,5620
3871,Beauty & Personal Care,RootRise,4710
4665,Sports & Outdoors,PeakPath,21730
2622,Home & Kitchen,HomePulse,10200
1997,Fashion,Ivory&Co,6610
4691,Sports & Outdoors,StaminaX,24370
4348,Sports & Outdoors,TrailStar,7520
4023,Beauty & Personal Care,RootRise,1280
3630,Beauty & Personal Care,VelvetMist,8550
2336,Fashion,CanvasCo,2560
1355,Electronics,ApexOne,96280
4662,Sports & Outdoors,PulseGear,30000
1656,Electronics,TechSphere,21240
2451,Fashion,CanvasCo,7420
2019,Fashion,Heritage,2760
3649,Beauty & Personal Care,PureLeaf,2900
2412,Fashion,CanvasCo,5260
2758,Home & Kitchen,HomePulse,35000
1544,Electronics,GigaMax,84360
2235,Fashion,Ivory&Co,4200
3999,Beauty & Personal Care,BloomNote,7100
3414,Beauty & Personal Care,BloomNote,10000
1034,Electronics,GigaMax,13280
3973,Beauty & Personal Care,DermaDawn,1200
1284,Electronics,ApexOne,18690
1867,Fashion,SilkStreet,12000
4531,Sports & Outdoors,CorePlus,5660
3385,Home & Kitchen,HeatWave,11570
1876,Fashion,SilkStreet,4570
3875,Beauty & Personal Care,VelvetMist,7760
2028,Fashion,CanvasCo,5020
1806,Fashion,Heritage,5400
4315,Sports & Outdoors,PeakPath,30000
1628,Electronics,GigaMax,29080
3158,Home & Kitchen,HomePulse,14520
4282,Sports & Outdoors,PeakPath,26370
2372,Fashion,ModeMuse,4890
3637,Beauty & Personal Care,GlowWell,5880
4143,Beauty & Personal Care,HydraHue,4640
1974,Fashion,Ivory&Co,5810
3931,Beauty & Personal Care,RootRise,10000
4294,Sports & Outdoors,StaminaX,16600
2702,Home & Kitchen,Nest&Nook,35000
3392,Home & Kitchen,KitchenPro,17960
1441,Electronics,ApexOne,150000
1587,Electronics,ApexOne,150000
3979,Beauty & Personal Care,DermaDawn,4220
1612,Electronics,GigaMax,50040
2245,Fashion,NorthBay,3510
1671,Electronics,GigaMax,43520
4016,Beauty & Personal Care,VelvetMist,10000
2665,Home & Kitchen,Nest&Nook,11360
3592,Beauty & Personal Care,PureLeaf,5460
2568,Fashion,NorthBay,7320
4800,Sports & Outdoors,FlexForge,12530
4074,Beauty & Personal Care,SilkStrand,10000
2601,Home & Kitchen,Nest&Nook,35000
2707,Home & Kitchen,Nest&Nook,16040
1013,Electronics,ApexOne,150000
4601,Sports & Outdoors,CorePlus,5150
4804,Sports & Outdoors,PeakPath,24870
2963,Home & Kitchen,ZenLiving,6640
4160,Beauty & Personal Care,RootRise,1440
2124,Fashion,SilkStreet,1790
1977,Fashion,UrbanThread,9660
2257,Fashion,SilkStreet,8550
4070,Beauty & Personal Care,SilkStrand,3750
2036,Fashion,ModeMuse,12000
3002,Home & Kitchen,CoolBreeze,35000
3371,Home & Kitchen,CoolBreeze,10800
1715,Electronics,CoreLink,150000
2067,Fashion,SilkStreet,2330
1205,Electronics,OrbitX,150000
1037,Electronics,ElectraNova,150000
4922,Sports & Outdoors,FlexForge,30000
3122,Home & Kitchen,HomePulse,20740
3502,Beauty & Personal Care,PureLeaf,5360
2299,Fashion,Ivory&Co,1340
4178,Beauty & Personal Care,HydraHue,2600
4572,Sports & Outdoors,MotionMade,29650
3614,Beauty & Personal Care,HydraHue,7090
1081,Electronics,ElectraNova,45960
2520,Fashion,Heritage,3580
4844,Sports & Outdoors,PulseGear,10730
3791,Beauty & Personal Care,VelvetMist,10000
2631,Home & Kitchen,KitchenPro,15260
3578,Beauty & Personal Care,HydraHue,5510
2280,Fashion,Heritage,12000
3646,Beauty & Personal Care,HydraHue,7600
2465,Fashion,SilkStreet,7020
1603,Electronics,GigaMax,150000
1518,Electronics,Zentrix,29940
2085,Fashion,NorthBay,1580
1186,Electronics,GigaMax,39820
3987,Beauty & Personal Care,DermaDawn,4280
4805,Sports & Outdoors,RunRidge,16250
4914,Sports & Outdoors,TrailStar,21100
2498,Fashion,Ivory&Co,11220
2855,Home & Kitchen,CasaCharm,18240
3168,Home & Kitchen,CoolBreeze,16680
4510,Sports & Outdoors,TrailStar,9640
3733,Beauty & Personal Care,HydraHue,1150
3743,Beauty & Personal Care,PureLeaf,2600
1169,Electronics,ApexOne,22950
1775,Electronics,BlueWave,42550
2396,Fashion,Heritage,5230
4536,Sports & Outdoors,TrailStar,19610
4461,Sports & Outdoors,PeakPath,10440
3731,Beauty & Personal Care,SilkStrand,3710
1733,Electronics,GigaMax,150000
1650,Electronics,CoreLink,38390
2902,Home & Kitchen,HeatWave,16780
1154,Electronics,OrbitX,110540
4030,Beauty & Personal Care,RootRise,10000
3275,Home & Kitchen,KitchenPro,7240
4062,Beauty & Personal Care,GlowWell,4270
3984,Beauty & Personal Care,DermaDawn,4740
1575,Electronics,TechSphere,150000
2579,Fashion,LunaWear,3440
2121,Fashion,UrbanThread,4290
4094,Beauty & Personal Care,RootRise,3160
1315,Electronics,TechSphere,122850
2110,Fashion,NorthBay,11520
2005,Fashion,ModeMuse,12000
4732,Sports & Outdoors,FlexForge,30000
1743,Electronics,CoreLink,109120
2128,Fashion,Heritage,3690
3573,Beauty & Personal Care,BloomNote,2590
4646,Sports & Outdoors,TrailStar,9010
4104,Beauty & Personal Care,HydraHue,2690
4443,Sports & Outdoors,FlexForge,12490
4007,Beauty & Personal Care,DermaDawn,3110
1306,Electronics,CoreLink,150000
1513,Electronics,OrbitX,73620
3850,Beauty & Personal Care,BloomNote,10000
1046,Electronics,GigaMax,45280
4189,Beauty & Personal Care,BloomNote,9490
3298,Home & Kitchen,KitchenPro,2400
4740,Sports & Outdoors,FlexForge,14490
4873,Sports & Outdoors,PulseGear,7830
3292,Home & Kitchen,HomePulse,27990
1598,Electronics,CoreLink,71220
3705,Beauty & Personal Care,RootRise,10000
4599,Sports & Outdoors,CorePlus,30000
2433,Fashion,SilkStreet,12000
4518,Sports & Outdoors,PeakPath,30000
2752,Home & Kitchen,KitchenPro,4580
4592,Sports & Outdoors,RunRidge,12010
2009,Fashion,SilkStreet,12000
1747,Electronics,CoreLink,150000
2771,Home & Kitchen,CasaCharm,8550
2091,Fashion,Heritage,3070
3541,Beauty & Personal Care,HydraHue,3920
1810,Fashion,SilkStreet,4650
3499,Beauty & Personal Care,VelvetMist,3350
4610,Sports & Outdoors,TrailStar,27200
4046,Beauty & Personal Care,DermaDawn,6500
4155,Beauty & Personal Care,SilkStrand,9140
1896,Fashion,UrbanThread,12000
1832,Fashion,ModeMuse,1040
1710,Electronics,OrbitX,110770
3599,Beauty & Personal Care,SilkStrand,6590
4939,Sports & Outdoors,StaminaX,7950
4068,Beauty & Personal Care,PureLeaf,4720
4600,Sports & Outdoors,TrailStar,9480
4726,Sports & Outdoors,PeakPath,30000
2794,Home & Kitchen,ZenLiving,12570
1336,Electronics,TechSphere,59250
3198,Home & Kitchen,CoolBreeze,35000
4840,Sports & Outdoors,TrailStar,14200
3670,Beauty & Personal Care,GlowWell,10000
4563,Sports & Outdoors,MotionMade,18040
1285,Electronics,BlueWave,71120
2630,Home & Kitchen,HeatWave,25070
1393,Electronics,OrbitX,13570
3289,Home & Kitchen,AuraHome,6600
2913,Home & Kitchen,HomePulse,27490
4821,Sports & Outdoors,RunRidge,30000
4151,Beauty & Personal Care,PureLeaf,1840
3926,Beauty & Personal Care,GlowWell,9250
2910,Home & Kitchen,Nest&Nook,16320
4031,Beauty & Personal Care,DermaDawn,8150
3310,Home & Kitchen,CoolBreeze,6620
4020,Beauty & Personal Care,DermaDawn,5170
3135,Home & Kitchen,CoolBreeze,19230
4367,Sports & Outdoors,PulseGear,8920
2214,Fashion,Ivory&Co,4380
2899,Home & Kitchen,CoolBreeze,12390
3390,Home & Kitchen,CoolBreeze,24030
2709,Home & Kitchen,ZenLiving,11320
4275,Sports & Outdoors,MotionMade,6240
4905,Sports & Outdoors,PeakPath,30000
1616,Electronics,CoreLink,60310
4728,Sports & Outdoors,PulseGear,17020
4099,Beauty & Personal Care,DermaDawn,5520
1778,Electronics,GigaMax,84660
2763,Home & Kitchen,CoolBreeze,22190
3146,Home & Kitchen,HeatWave,1650
1762,Electronics,BlueWave,30830
1697,Electronics,ApexOne,37920
4376,Sports & Outdoors,CorePlus,30000
1245,Electronics,TechSphere,42450
4261,Sports & Outdoors,FlexForge,8370
2596,Fashion,UrbanThread,5750
2427,Fashion,Ivory&Co,5580
4412,Sports & Outdoors,StaminaX,30000
2136,Fashion,SilkStreet,7260
1996,Fashion,SilkStreet,2270
3215,Home & Kitchen,ZenLiving,32260
3754,Beauty & Personal Care,PureLeaf,5640
3016,Home & Kitchen,KitchenPro,29200
2068,Fashion,UrbanThread,11530
2723,Home & Kitchen,AuraHome,7550
4333,Sports & Outdoors,PulseGear,12050
1674,Electronics,ElectraNova,31880
4420,Sports & Outdoors,FlexForge,18400
4722,Sports & Outdoors,CorePlus,12150
2516,Fashion,LunaWear,8100
1634,Electronics,CoreLink,116220
4237,Sports & Outdoors,RunRidge,30000
3324,Home & Kitchen,HeatWave,35000
4113,Beauty & Personal Care,SilkStrand,10000
3787,Beauty & Personal Care,SilkStrand,1030
2463,Fashion,Ivory&Co,12000
4737,Sports & Outdoors,CorePlus,30000
1685,Electronics,CoreLink,43250
2684,Home & Kitchen,Nest&Nook,30560
2819,Home & Kitchen,Nest&Nook,20420
1994,Fashion,SilkStreet,7390
2069,Fashion,UrbanThread,5360
4364,Sports & Outdoors,CorePlus,23820
3841,Beauty & Personal Care,GlowWell,2130
4472,Sports & Outdoors,PeakPath,2860
4644,Sports & Outdoors,CorePlus,30000
2281,Fashion,SilkStreet,3830
4609,Sports & Outdoors,PulseGear,9090
3912,Beauty & Personal Care,VelvetMist,3220
4877,Sports & Outdoors,TrailStar,5400
3344,Home & Kitchen,AuraHome,6490
4302,Sports & Outdoors,RunRidge,30000
1638,Electronics,BlueWave,56030
4848,Sports & Outdoors,CorePlus,8570
4241,Sports & Outdoors,PulseGear,13500
3726,Beauty & Personal Care,PureLeaf,7220
2607,Home & Kitchen,Nest&Nook,16190
2341,Fashion,LunaWear,12000
2942,Home & Kitchen,CasaCharm,19370
4970,Sports & Outdoors,RunRidge,30000
